#{"t_start": 1706187320.441495, "env_id": null}
r,l,t
3.0,30,3624.615632
0.0,50,3626.928779
0.0,50,3628.823281
0.0,50,3630.355843
0.0,50,3632.732513
0.0,50,3634.93201
0.0,50,3637.01917
1.0,50,3638.051811
0.0,50,3639.525064
0.0,50,3641.935411
0.0,50,3644.335206
1.0,50,3645.73449
0.0,50,3648.102459
4.0,25,3648.564815
3.0,50,3649.483106
0.0,50,3651.785884
0.0,50,3653.199045
1.0,50,3654.041977
0.0,50,3654.902615
0.0,50,3657.926836
0.0,50,3659.607167
0.0,50,3662.048011
2.0,50,3664.913207
1.0,50,3667.762361
2.0,50,3669.668399
0.0,50,3671.87797
1.0,50,3673.144744
2.0,50,3674.94548
0.0,50,3677.212999
0.0,50,3679.538324
2.0,24,3679.992895
3.0,50,3681.6998
1.0,50,3682.220266
0.0,50,3683.544567
1.0,50,3684.71517
0.0,50,3686.464945
0.0,50,3741.133482
1.0,50,3742.132858
1.0,50,3742.981908
1.0,50,3743.694517
3.0,50,3746.010641
0.0,50,3747.031884
2.0,11,3747.690408
0.0,50,3749.267872
3.0,50,3750.629279
1.0,50,3751.876298
0.0,50,3753.241203
1.0,50,3754.737228
1.0,50,3755.799201
1.0,50,3758.350482
2.0,5,3758.384214
2.0,50,3760.365315
1.0,50,3762.241176
0.0,50,3763.01361
0.0,50,3764.62419
0.0,50,3765.871353
0.0,50,3767.711594
1.0,50,3768.400448
0.0,50,3770.126997
0.0,50,3772.015504
0.0,50,3772.883673
2.0,50,3775.186026
1.0,50,3777.956057
0.0,50,3780.137866
0.0,50,3781.075502
0.0,50,3782.009778
0.0,50,3784.797815
0.0,50,3786.807745
0.0,50,3789.007252
0.0,50,3792.997314
0.0,50,3794.690863
0.0,50,3796.43252
3.0,10,3796.605366
0.0,50,3798.218953
1.0,28,3798.621055
2.0,50,3799.960493
0.0,50,3801.58199
0.0,50,3803.284999
3.0,8,3803.452704
1.0,50,3804.899787
1.0,50,3807.030245
3.0,5,3807.3097
1.0,50,3866.750133
3.0,50,3868.580381
3.0,50,3869.403329
1.0,50,3870.677141
3.0,12,3870.857474
2.0,50,3872.288293
1.0,50,3873.618257
0.0,50,3874.85167
2.0,23,3875.065663
0.0,50,3877.690504
0.0,50,3880.694563
3.0,7,3880.875283
0.0,50,3881.913863
1.0,50,3882.893167
2.0,50,3883.819293
0.0,50,3884.346872
2.0,36,3884.754437
1.0,50,3886.436181
3.0,4,3886.684119
1.0,50,3889.489521
1.0,50,3890.524047
0.0,50,3891.733174
2.0,50,3894.099899
1.0,50,3896.76403
1.0,2,3896.778565
0.0,50,3899.951115
1.0,50,3901.193088
0.0,50,3902.257999
0.0,50,3903.438784
0.0,50,3905.164764
2.0,50,3906.672167
0.0,50,3909.039276
0.0,50,3910.596019
3.0,50,3911.497161
1.0,50,3912.094603
3.0,50,3912.991553
0.0,50,3914.907188
3.0,43,3916.133054
0.0,50,3917.4471
0.0,50,3919.256598
1.0,25,3919.512179
1.0,1,3919.557334
1.0,7,3919.694952
1.0,50,3920.48496
2.0,50,3921.843243
1.0,10,3921.979383
0.0,50,3922.992738
0.0,50,3924.147683
0.0,50,3974.305501
1.0,27,3974.660164
2.0,2,3974.668017
1.0,50,3976.377634
2.0,50,3977.493708
0.0,50,3979.244752
3.0,15,3979.435005
1.0,50,3980.42453
0.0,50,3983.435719
1.0,50,3984.678213
0.0,50,3986.995304
2.0,50,3988.138543
0.0,50,3989.321038
1.0,50,3992.001541
2.0,50,3993.781053
2.0,50,3995.367288
2.0,5,3995.574368
1.0,14,3995.927436
0.0,50,3997.343398
1.0,9,3997.561105
1.0,50,3997.94301
0.0,50,3999.405555
1.0,50,4002.110384
0.0,50,4004.014688
0.0,50,4004.893046
3.0,37,4006.025512
0.0,50,4006.887355
4.0,31,4007.454202
1.0,5,4007.520156
4.0,37,4008.665652
1.0,2,4008.703437
2.0,50,4009.663667
0.0,50,4011.876872
2.0,4,4011.927767
0.0,50,4014.017716
0.0,50,4014.945097
2.0,2,4015.051024
2.0,31,4016.119421
0.0,50,4018.29388
1.0,1,4018.316495
0.0,50,4019.902104
0.0,50,4021.825515
3.0,15,4022.642844
0.0,50,4024.148187
1.0,50,4025.117447
0.0,50,4026.471226
3.0,50,4029.151983
1.0,50,4031.842404
2.0,50,4034.04424
0.0,50,4035.902272
0.0,50,4037.089249
0.0,50,4038.011097
0.0,50,4039.817998
0.0,50,4088.605026
1.0,50,4089.934629
3.0,12,4090.207008
4.0,50,4091.15609
0.0,50,4092.859234
0.0,50,4094.460112
1.0,50,4095.947973
0.0,50,4097.075596
1.0,50,4098.904033
2.0,2,4098.970476
1.0,50,4099.803658
1.0,50,4100.684154
1.0,1,4100.758635
2.0,3,4100.911238
1.0,50,4102.496544
0.0,50,4103.405268
0.0,50,4105.860886
0.0,50,4107.797739
1.0,3,4107.890303
1.0,50,4108.646272
2.0,7,4108.728661
0.0,50,4110.084294
2.0,50,4110.798236
1.0,50,4112.810526
2.0,12,4112.95078
0.0,50,4114.050135
0.0,50,4115.777885
0.0,50,4119.376107
0.0,50,4121.729282
1.0,50,4124.288938
0.0,50,4125.128521
2.0,9,4125.251594
0.0,50,4127.523764
1.0,9,4127.716649
0.0,50,4129.476781
0.0,50,4131.026729
0.0,50,4132.912616
0.0,50,4134.714771
1.0,50,4137.354155
1.0,50,4137.974407
0.0,50,4139.686067
0.0,50,4141.668364
0.0,50,4143.29438
3.0,26,4143.871977
2.0,21,4144.176778
1.0,33,4146.022846
0.0,50,4148.97837
2.0,50,4150.580781
2.0,50,4151.918398
0.0,50,4153.256906
2.0,50,4206.715782
0.0,50,4207.912119
0.0,50,4209.053007
1.0,50,4210.985538
0.0,50,4212.786572
0.0,50,4213.960617
1.0,50,4215.273786
1.0,50,4217.412212
2.0,19,4217.616186
0.0,50,4218.030442
0.0,50,4221.324111
2.0,50,4224.718337
1.0,50,4225.999496
0.0,50,4227.569248
1.0,50,4229.398916
0.0,50,4230.05758
6.0,46,4231.88304
1.0,50,4233.411712
1.0,50,4235.764835
1.0,50,4236.521777
3.0,50,4238.080282
1.0,50,4239.1215
1.0,32,4240.295582
0.0,50,4241.680562
2.0,5,4241.826476
0.0,50,4244.55344
3.0,19,4245.330044
1.0,50,4246.178684
0.0,50,4247.88877
0.0,50,4248.91361
1.0,50,4250.737061
0.0,50,4251.423079
2.0,50,4253.384325
0.0,50,4254.434799
1.0,50,4255.794079
2.0,12,4256.044767
1.0,50,4258.207468
2.0,25,4258.54533
0.0,50,4259.111994
1.0,50,4260.686674
0.0,50,4262.017065
1.0,50,4263.807999
3.0,9,4263.941072
3.0,50,4264.563411
1.0,50,4266.530327
0.0,50,4315.688926
0.0,50,4316.217563
0.0,50,4316.806983
0.0,50,4318.678801
2.0,50,4320.512624
2.0,50,4321.346676
0.0,50,4322.662493
0.0,50,4324.409074
0.0,50,4326.400826
0.0,50,4327.939795
0.0,50,4328.852097
2.0,10,4329.192555
0.0,50,4330.152512
0.0,50,4331.753875
0.0,50,4332.925076
0.0,50,4335.32524
3.0,28,4336.691491
0.0,50,4339.338865
1.0,50,4340.290936
3.0,50,4341.089755
1.0,50,4341.778561
3.0,50,4343.238766
2.0,3,4343.303237
1.0,50,4344.181264
0.0,50,4346.849097
1.0,50,4348.830476
0.0,50,4351.281827
0.0,50,4352.479457
0.0,50,4354.923944
2.0,4,4355.039836
2.0,50,4358.96042
1.0,50,4359.898179
1.0,50,4360.820894
0.0,50,4362.618485
0.0,50,4364.12763
3.0,9,4364.338383
4.0,48,4365.319353
0.0,50,4367.954802
3.0,7,4368.041367
1.0,50,4368.837647
1.0,50,4369.691489
0.0,50,4371.807902
0.0,50,4374.181445
0.0,50,4375.339562
0.0,50,4376.317026
1.0,50,4378.09027
1.0,12,4378.903832
0.0,50,4442.302906
0.0,50,4444.563807
3.0,17,4444.809855
0.0,50,4446.780037
0.0,50,4447.536111
1.0,50,4449.000551
3.0,7,4449.230427
2.0,50,4449.687909
0.0,50,4451.865657
0.0,50,4452.905568
2.0,50,4454.116134
0.0,50,4455.356849
1.0,50,4456.216376
1.0,50,4456.990774
0.0,50,4459.159786
4.0,45,4460.023667
0.0,50,4462.811563
2.0,50,4464.591618
1.0,2,4464.615018
2.0,50,4465.614067
0.0,50,4467.675424
0.0,50,4469.515893
6.0,33,4470.182246
0.0,50,4472.324043
0.0,50,4474.628727
0.0,50,4475.952801
0.0,50,4477.91687
0.0,50,4479.678799
1.0,50,4481.099636
1.0,50,4482.340673
0.0,50,4483.43395
2.0,3,4483.512856
2.0,6,4483.632738
2.0,3,4483.693151
0.0,50,4486.160454
1.0,50,4487.407572
0.0,50,4489.123488
2.0,50,4490.976284
2.0,50,4492.28628
0.0,50,4494.058532
1.0,50,4495.095109
0.0,50,4496.153749
3.0,50,4498.449776
1.0,18,4498.701871
0.0,50,4500.248429
0.0,50,4502.571169
4.0,50,4505.207419
1.0,50,4565.647456
2.0,31,4568.044226
0.0,50,4569.498726
0.0,50,4571.398553
2.0,50,4572.458568
0.0,50,4573.476812
2.0,14,4573.646848
0.0,50,4574.411258
1.0,50,4575.455619
3.0,20,4575.673899
0.0,50,4576.50546
1.0,50,4578.284388
0.0,50,4580.665796
1.0,50,4582.2806
0.0,50,4583.274314
0.0,50,4584.062031
0.0,50,4585.236794
1.0,50,4587.265877
0.0,50,4587.706721
3.0,13,4587.899017
0.0,50,4590.829874
1.0,50,4591.371687
3.0,50,4592.374577
0.0,50,4593.045062
1.0,50,4593.942073
2.0,50,4595.259179
0.0,50,4597.063358
0.0,50,4599.083088
1.0,50,4599.65482
0.0,50,4600.524965
0.0,50,4601.794276
1.0,50,4602.667789
1.0,50,4603.802938
3.0,50,4604.883869
0.0,50,4606.562795
4.0,50,4608.484227
1.0,50,4609.014541
3.0,18,4609.204229
0.0,50,4611.736186
0.0,50,4613.493189
0.0,50,4616.153295
0.0,50,4617.51679
2.0,50,4618.468296
3.0,4,4618.54546
1.0,50,4621.788354
1.0,50,4672.063375
2.0,50,4672.830555
1.0,50,4674.150924
2.0,11,4674.291309
0.0,50,4674.973801
0.0,50,4675.634388
3.0,24,4676.097831
3.0,12,4676.295465
1.0,2,4676.335594
0.0,50,4677.753246
1.0,50,4680.704973
3.0,50,4681.505929
0.0,50,4684.076648
4.0,30,4684.555403
2.0,50,4685.772407
0.0,50,4687.368458
1.0,1,4687.387497
1.0,50,4687.897989
0.0,50,4690.430349
1.0,4,4690.637549
0.0,50,4691.474486
0.0,50,4692.290081
1.0,6,4692.452083
0.0,50,4693.255818
3.0,50,4694.458084
1.0,32,4694.653856
0.0,50,4696.578913
4.0,50,4697.141524
1.0,50,4698.589773
1.0,50,4700.861588
0.0,50,4701.718579
0.0,50,4703.288526
0.0,50,4704.594114
0.0,50,4705.977255
0.0,50,4707.256861
0.0,50,4707.911667
0.0,50,4709.42593
1.0,50,4711.159754
0.0,50,4714.064339
0.0,50,4716.556164
2.0,50,4718.18815
1.0,50,4719.300287
0.0,50,4723.577896
3.0,50,4724.471454
4.0,50,4725.919156
0.0,50,4726.496632
1.0,1,4726.573076
0.0,50,4728.255858
1.0,7,4728.292372
1.0,50,4731.336338
0.0,50,4776.492971
1.0,50,4778.158932
0.0,50,4780.591507
1.0,50,4783.080362
0.0,50,4783.686841
0.0,50,4785.554707
2.0,17,4785.657816
1.0,2,4785.706491
1.0,50,4786.922427
1.0,50,4787.683543
2.0,13,4787.750943
0.0,50,4788.549806
0.0,50,4790.018545
2.0,6,4790.102666
0.0,50,4792.344366
4.0,46,4793.336435
2.0,10,4793.454329
0.0,50,4795.255972
0.0,50,4797.633036
1.0,50,4799.651745
0.0,50,4800.418154
0.0,50,4802.42726
2.0,50,4804.116356
1.0,1,4804.13021
1.0,50,4805.699465
1.0,5,4805.825044
4.0,41,4806.732993
0.0,50,4807.165099
1.0,50,4808.875049
1.0,50,4810.269871
0.0,50,4812.933337
0.0,50,4815.380885
0.0,50,4818.456082
1.0,3,4818.50028
0.0,50,4820.711966
1.0,1,4820.737535
0.0,50,4821.334792
2.0,50,4823.064143
1.0,6,4823.115741
2.0,50,4824.78482
0.0,50,4826.50765
0.0,50,4827.302171
0.0,50,4829.1544
0.0,50,4830.728488
2.0,5,4830.856305
1.0,50,4833.512328
0.0,50,4834.642773
2.0,50,4836.692494
2.0,5,4836.818679
2.0,11,4837.004291
0.0,50,4838.312273
1.0,50,4840.389547
0.0,50,4891.332272
0.0,50,4893.208199
1.0,50,4894.72696
1.0,9,4894.915414
0.0,50,4896.228829
0.0,50,4896.758027
2.0,10,4896.881382
0.0,50,4897.566452
0.0,50,4898.933087
3.0,14,4899.061245
1.0,50,4899.794925
3.0,50,4900.361863
0.0,50,4902.796521
3.0,4,4902.874311
1.0,50,4904.465204
2.0,50,4906.647869
2.0,8,4906.970805
1.0,6,4907.127423
0.0,50,4909.789214
0.0,50,4910.84892
0.0,50,4912.187174
4.0,41,4912.885337
3.0,4,4913.005146
2.0,50,4914.387935
4.0,23,4914.75275
0.0,50,4917.48264
1.0,50,4919.020024
0.0,50,4920.006067
1.0,50,4921.776892
1.0,50,4922.476822
0.0,50,4924.750699
0.0,50,4926.246258
1.0,50,4927.344183
2.0,50,4928.353995
2.0,3,4928.44676
4.0,8,4928.631957
1.0,50,4931.406386
1.0,50,4932.873463
1.0,50,4933.48127
5.0,50,4934.631644
1.0,50,4936.862715
1.0,50,4937.653737
0.0,50,4938.991161
0.0,50,4940.999095
2.0,6,4941.131206
4.0,10,4941.208006
1.0,50,4942.317963
2.0,11,4942.735142
0.0,50,4944.751678
3.0,25,4946.173705
1.0,2,4946.207201
2.0,50,4947.885252
1.0,50,4950.293939
3.0,50,4993.786967
1.0,8,4993.930068
0.0,50,4994.952033
2.0,50,4995.60049
0.0,50,4996.931611
1.0,1,4996.958124
2.0,18,4997.252287
0.0,50,4999.269322
0.0,50,5000.009048
1.0,1,5000.017927
2.0,50,5000.746957
1.0,50,5002.269511
2.0,5,5002.336279
2.0,17,5002.523585
0.0,50,5004.471108
0.0,50,5005.482073
0.0,50,5006.442982
2.0,12,5006.646482
0.0,50,5007.325241
0.0,50,5008.325803
1.0,5,5008.446978
0.0,50,5009.730059
0.0,50,5010.652504
0.0,50,5011.934197
1.0,50,5013.98957
0.0,50,5014.619102
3.0,50,5015.940079
1.0,50,5017.917862
0.0,50,5018.989711
2.0,5,5019.148464
1.0,1,5019.161976
0.0,50,5020.701412
1.0,50,5023.089528
2.0,50,5025.903027
0.0,50,5028.101729
2.0,50,5029.613876
1.0,50,5030.841076
5.0,42,5031.86209
0.0,50,5033.554514
1.0,20,5033.798291
2.0,3,5033.858285
1.0,12,5034.060843
0.0,50,5035.84736
4.0,24,5036.202339
1.0,1,5036.235813
0.0,50,5036.879448
3.0,13,5037.205724
0.0,50,5038.121074
0.0,50,5039.295153
4.0,8,5039.482458
0.0,50,5041.907578
0.0,50,5043.127201
2.0,50,5043.82048
0.0,50,5046.082484
1.0,50,5049.465587
2.0,50,5097.650382
0.0,50,5099.059859
0.0,50,5100.149797
0.0,50,5101.722358
0.0,50,5103.140369
0.0,50,5105.708416
0.0,50,5106.879422
2.0,10,5107.249422
2.0,50,5108.219648
0.0,50,5109.086847
0.0,50,5111.266622
2.0,15,5111.584518
0.0,50,5112.614034
1.0,50,5113.614033
2.0,5,5113.909547
0.0,50,5115.557043
1.0,50,5117.285563
0.0,50,5117.997633
1.0,50,5119.219679
1.0,50,5120.95209
0.0,50,5122.874554
1.0,50,5124.970374
1.0,13,5125.109032
0.0,50,5127.204005
0.0,50,5129.480866
1.0,8,5129.657144
0.0,50,5130.853674
2.0,50,5131.380097
2.0,50,5132.129766
1.0,50,5133.465017
3.0,19,5133.900332
1.0,50,5134.46082
2.0,26,5134.992518
0.0,50,5137.863746
0.0,50,5139.556383
0.0,50,5141.217124
2.0,38,5142.626696
5.0,19,5143.136246
2.0,50,5144.078435
1.0,1,5144.137077
0.0,50,5146.461259
2.0,46,5149.672009
1.0,1,5149.704076
1.0,5,5149.763369
1.0,50,5152.578997
1.0,50,5153.804162
0.0,50,5154.865927
2.0,50,5155.631852
1.0,50,5157.084369
0.0,50,5157.799502
2.0,21,5158.430773
0.0,50,5213.447199
0.0,50,5215.437025
2.0,15,5215.829302
0.0,50,5216.961701
1.0,50,5218.096567
1.0,50,5220.044501
0.0,50,5221.661898
5.0,22,5222.078206
1.0,50,5223.227377
0.0,50,5223.918147
1.0,1,5223.936091
2.0,18,5224.388221
0.0,50,5225.49315
1.0,50,5226.240232
3.0,11,5226.328788
2.0,35,5227.039257
1.0,50,5227.962021
2.0,4,5228.126366
0.0,50,5228.89534
2.0,3,5229.006887
0.0,50,5230.334369
2.0,23,5230.59569
1.0,50,5231.947125
2.0,32,5232.404391
0.0,50,5232.987011
1.0,50,5233.659316
1.0,50,5234.587091
3.0,50,5235.338119
4.0,50,5236.223213
0.0,50,5237.402909
1.0,50,5237.797517
2.0,2,5237.877399
1.0,50,5239.029143
0.0,50,5241.354253
1.0,9,5241.588237
2.0,50,5242.707896
0.0,50,5244.301332
0.0,50,5246.620823
0.0,50,5248.314709
5.0,50,5249.959755
2.0,50,5252.716306
3.0,43,5253.315547
2.0,9,5253.733559
1.0,50,5254.965675
0.0,50,5256.465352
1.0,2,5256.543608
1.0,50,5257.069562
0.0,50,5258.959002
1.0,50,5260.751681
0.0,50,5261.60019
2.0,50,5263.563938
4.0,33,5304.773651
0.0,50,5306.258087
4.0,50,5306.914769
0.0,50,5308.265959
0.0,50,5308.967848
1.0,50,5310.151806
2.0,31,5311.958259
0.0,50,5313.80913
2.0,50,5314.333874
3.0,50,5315.770217
1.0,50,5316.315058
1.0,50,5316.903757
0.0,50,5317.915135
0.0,50,5319.676271
1.0,41,5320.50932
0.0,50,5322.57579
0.0,50,5323.243346
3.0,50,5324.111366
2.0,50,5325.890621
4.0,22,5326.910002
1.0,50,5327.623505
3.0,11,5327.890532
4.0,28,5328.647959
1.0,50,5329.577129
0.0,50,5330.723101
1.0,50,5332.622974
0.0,50,5334.230814
3.0,24,5335.576631
0.0,50,5336.86579
0.0,50,5338.975011
2.0,8,5339.120579
0.0,50,5340.539207
2.0,27,5340.928081
1.0,50,5341.493318
3.0,6,5341.671996
3.0,35,5342.711923
1.0,50,5344.698556
0.0,50,5345.900701
0.0,50,5346.398438
1.0,50,5347.090998
0.0,50,5348.404455
0.0,50,5349.087425
2.0,46,5350.368837
1.0,50,5351.187047
1.0,50,5352.426248
1.0,50,5353.33406
0.0,50,5355.809481
2.0,50,5402.990288
1.0,50,5404.237837
1.0,12,5404.461554
2.0,11,5404.705562
4.0,50,5405.263129
3.0,50,5406.397548
1.0,50,5408.524887
2.0,50,5409.15642
2.0,44,5410.452685
0.0,50,5412.228975
2.0,2,5412.245099
1.0,50,5413.379524
0.0,50,5415.005006
4.0,18,5415.310101
2.0,11,5415.611653
1.0,50,5417.024964
1.0,14,5417.228417
1.0,50,5418.110515
1.0,50,5419.345724
1.0,50,5420.019568
1.0,1,5420.033076
0.0,50,5421.209548
2.0,4,5421.309807
1.0,50,5421.757258
1.0,50,5422.521442
1.0,50,5423.49053
3.0,50,5424.230265
4.0,38,5425.444047
1.0,7,5425.721299
2.0,8,5425.868229
1.0,50,5426.693877
0.0,50,5427.388263
0.0,50,5427.728421
0.0,50,5429.26017
0.0,50,5431.224941
1.0,22,5432.487239
0.0,50,5433.998178
0.0,50,5434.694633
0.0,50,5435.766653
0.0,50,5437.322733
1.0,2,5437.382215
1.0,13,5437.563251
0.0,50,5439.014353
4.0,35,5439.602799
1.0,50,5440.178941
0.0,50,5441.754806
0.0,50,5442.669084
0.0,50,5444.151474
3.0,17,5444.571457
0.0,50,5445.34047
2.0,50,5446.756117
0.0,50,5448.128638
3.0,50,5449.392302
2.0,37,5493.086187
0.0,50,5494.672582
0.0,50,5496.146475
1.0,50,5497.50965
2.0,24,5497.743827
0.0,50,5498.742897
1.0,50,5499.442759
1.0,50,5500.355414
4.0,18,5500.715998
0.0,50,5502.108753
3.0,22,5502.588441
0.0,50,5504.12257
2.0,2,5504.158497
2.0,50,5504.924445
1.0,50,5505.346421
0.0,50,5506.874599
1.0,50,5507.873842
3.0,42,5508.531649
3.0,16,5508.689087
0.0,50,5509.096914
1.0,2,5509.115422
2.0,31,5509.601203
0.0,50,5509.927324
2.0,50,5510.509511
3.0,50,5511.340165
1.0,3,5511.373284
1.0,9,5511.554993
1.0,50,5512.731127
2.0,15,5512.981171
1.0,50,5513.707071
1.0,50,5516.164419
0.0,50,5516.864182
1.0,50,5518.648801
1.0,44,5519.53737
0.0,50,5520.990466
1.0,1,5521.010212
0.0,50,5523.337447
0.0,50,5524.218924
0.0,50,5524.853187
0.0,50,5525.809985
2.0,50,5526.661312
2.0,50,5527.033727
0.0,50,5528.535812
0.0,50,5530.221267
1.0,11,5530.53792
2.0,50,5531.228021
1.0,50,5534.033834
0.0,50,5535.079122
0.0,50,5537.053731
1.0,2,5537.13604
2.0,50,5538.237658
0.0,50,5578.413008
1.0,50,5579.139143
0.0,50,5580.113167
1.0,50,5581.149831
0.0,50,5582.728369
2.0,50,5584.104683
2.0,50,5585.269679
3.0,5,5585.393058
0.0,50,5587.212053
1.0,50,5588.572373
2.0,38,5588.950352
1.0,50,5589.502792
1.0,50,5590.209635
3.0,50,5591.482147
1.0,50,5593.206848
0.0,50,5594.617089
1.0,50,5595.567875
0.0,50,5596.257821
2.0,48,5597.034039
1.0,25,5597.640808
1.0,50,5598.442658
1.0,50,5599.173645
1.0,15,5599.373524
1.0,50,5600.195021
0.0,50,5601.02086
2.0,21,5601.377514
0.0,50,5602.307515
1.0,1,5602.354658
1.0,1,5602.368392
0.0,50,5603.262442
2.0,3,5603.315557
2.0,6,5603.439576
3.0,34,5604.095344
2.0,50,5604.863714
2.0,12,5605.01499
2.0,16,5605.324106
1.0,18,5605.602363
2.0,24,5606.040505
3.0,50,5607.066395
0.0,50,5608.938177
1.0,50,5609.833668
1.0,50,5611.585076
1.0,50,5612.703372
2.0,50,5613.715388
2.0,10,5613.855098
2.0,50,5614.815238
1.0,50,5615.543912
1.0,2,5615.565056
3.0,50,5616.309663
2.0,50,5617.100571
0.0,50,5618.055263
2.0,31,5618.649337
0.0,50,5619.421933
2.0,50,5657.402357
1.0,50,5659.049098
0.0,50,5660.412217
0.0,50,5661.853035
3.0,50,5662.320698
0.0,50,5663.321814
0.0,50,5665.102358
3.0,5,5665.258936
0.0,50,5666.308355
0.0,50,5667.059345
2.0,29,5667.411756
1.0,50,5669.325495
1.0,50,5670.462808
3.0,13,5670.84321
0.0,50,5672.431439
4.0,16,5672.630203
2.0,9,5672.820014
1.0,50,5673.841238
0.0,50,5674.411598
1.0,3,5674.472828
1.0,50,5675.147656
1.0,50,5675.5402
1.0,50,5676.867228
2.0,35,5677.119298
0.0,50,5679.469209
1.0,50,5680.645866
1.0,50,5681.722123
4.0,50,5682.51605
2.0,12,5682.727229
1.0,50,5684.16396
2.0,50,5684.961013
3.0,21,5685.118782
0.0,50,5685.873691
0.0,50,5686.598355
0.0,50,5687.098536
2.0,50,5687.861854
0.0,50,5689.002615
0.0,50,5689.648363
2.0,2,5689.712229
0.0,50,5691.479601
4.0,15,5691.693975
2.0,34,5692.280367
3.0,50,5693.108104
2.0,50,5694.108547
2.0,6,5694.151716
3.0,32,5695.057684
0.0,50,5696.021204
0.0,50,5696.872726
2.0,3,5696.996697
3.0,5,5697.071926
1.0,50,5697.794816
2.0,50,5699.19968
3.0,37,5732.184134
1.0,1,5732.210142
3.0,50,5733.023992
3.0,25,5733.59975
2.0,3,5733.646423
2.0,12,5733.906861
0.0,50,5734.91022
0.0,50,5736.483325
0.0,50,5737.086752
0.0,50,5738.259877
0.0,50,5739.088746
0.0,50,5741.432673
2.0,14,5741.557954
1.0,50,5742.131711
2.0,50,5743.283295
0.0,50,5744.896899
1.0,20,5745.165627
2.0,50,5745.582785
3.0,17,5745.76458
1.0,1,5745.781454
0.0,50,5746.874366
2.0,31,5747.276736
2.0,50,5748.003503
3.0,31,5748.575894
4.0,10,5748.71457
0.0,50,5750.12522
0.0,50,5750.857231
1.0,50,5751.662981
0.0,50,5752.175129
2.0,50,5752.745031
0.0,50,5753.253049
0.0,50,5754.516577
1.0,50,5755.065102
1.0,50,5756.056824
1.0,50,5757.033796
0.0,50,5758.235065
2.0,9,5759.040834
1.0,50,5759.695745
3.0,9,5759.85636
2.0,30,5760.466743
0.0,50,5762.115005
2.0,27,5762.38647
0.0,50,5763.019589
2.0,50,5764.03528
1.0,50,5764.865909
1.0,50,5766.823482
2.0,50,5768.378031
0.0,50,5769.307062
2.0,27,5769.769007
0.0,50,5770.636122
0.0,50,5771.45517
0.0,50,5772.751953
2.0,50,5806.511354
2.0,50,5807.161798
1.0,50,5808.033371
0.0,50,5809.19432
2.0,38,5809.426403
1.0,50,5810.255049
0.0,50,5811.079197
1.0,50,5811.676672
0.0,50,5812.077468
0.0,50,5813.260233
3.0,27,5813.798097
1.0,50,5814.7157
0.0,50,5815.392205
1.0,50,5816.292747
0.0,50,5816.644954
1.0,50,5817.452451
1.0,50,5817.773985
2.0,4,5817.835779
1.0,50,5819.291028
1.0,1,5819.31411
3.0,50,5819.998573
0.0,50,5821.146693
1.0,4,5821.196313
0.0,50,5822.478039
0.0,50,5823.605302
0.0,50,5824.640922
1.0,50,5825.826618
0.0,50,5826.574132
3.0,37,5827.155821
0.0,50,5828.279692
2.0,50,5828.839127
0.0,50,5829.483678
3.0,6,5829.594537
2.0,8,5829.669746
1.0,50,5830.719761
0.0,50,5831.692846
0.0,50,5832.416724
1.0,50,5833.01977
0.0,50,5835.244167
1.0,50,5836.47771
2.0,50,5838.158591
0.0,50,5838.788766
0.0,50,5839.657904
4.0,48,5840.098803
0.0,50,5842.090839
0.0,50,5845.218014
0.0,50,5882.65141
0.0,50,5883.333774
1.0,1,5883.428653
0.0,50,5884.4792
1.0,50,5885.416752
1.0,50,5886.278399
1.0,50,5887.360456
2.0,19,5887.596996
0.0,50,5888.491577
2.0,13,5888.574443
0.0,50,5890.280495
0.0,50,5890.803214
1.0,10,5890.910311
0.0,50,5892.286891
1.0,50,5893.181295
1.0,4,5893.215003
2.0,3,5893.291055
2.0,50,5893.761532
2.0,4,5893.778101
0.0,50,5894.804939
2.0,50,5895.677795
0.0,50,5896.467749
0.0,50,5897.44366
0.0,50,5898.29801
0.0,50,5899.656977
0.0,50,5900.484995
0.0,50,5900.782424
0.0,50,5902.520925
1.0,50,5904.917202
2.0,11,5905.540565
