rollout/ep_len_mean,time/fps,time/time_elapsed,time/total_timesteps,rollout/ep_rew_mean,time/iterations,train/learning_rate,train/value_loss,train/is_line_search_success,train/n_updates,train/kl_divergence_loss,train/policy_objective,train/explained_variance
30.62,25,29709,747520,1.63,365,0.001,0.11553504201583564,1.0,364,0.009589878842234612,0.008975610136985779,0.18143409490585327
31.69,25,29777,749568,1.8,366,0.001,0.14436803068965673,1.0,365,0.009279669262468815,0.018255457282066345,0.15029913187026978
32.95,25,29854,751616,1.62,367,0.001,0.16333042774349452,1.0,366,0.007889078930020332,0.015863709151744843,0.12098425626754761
29.14,25,29930,753664,1.73,368,0.001,0.12905289344489573,1.0,367,0.007343298755586147,0.01169596053659916,0.2102186679840088
31.7,25,30007,755712,1.83,369,0.001,0.1737480077892542,1.0,368,0.00827455148100853,0.016180064529180527,0.20450246334075928
30.07,25,30091,757760,1.77,370,0.001,0.13609693222679198,1.0,369,0.006781244650483131,0.01929401233792305,0.1042141318321228
31.06,25,30170,759808,1.76,371,0.001,0.1498623381834477,1.0,370,0.008928550407290459,0.014026294462382793,0.22112751007080078
30.4,25,30242,761856,1.94,372,0.001,0.18521792138926685,1.0,371,0.005928731523454189,0.010500553995370865,0.11703962087631226
27.62,25,30315,763904,1.84,373,0.001,0.1460006345063448,1.0,372,0.007363622542470694,0.012217557057738304,0.20746612548828125
29.3,25,30392,765952,1.82,374,0.001,0.17672085384838282,1.0,373,0.006749878171831369,0.022059135138988495,0.08711230754852295
32.21,25,30474,768000,1.61,375,0.001,0.14596907794475555,1.0,374,0.008450688794255257,0.014707138761878014,0.17415302991867065
31.1,25,30558,770048,1.75,376,0.001,0.11958265560679138,1.0,375,0.007250526454299688,0.014029255136847496,0.2196330428123474
31.87,25,30636,772096,1.65,377,0.001,0.15480603403411805,1.0,376,0.008478505536913872,0.012537187896668911,0.18743085861206055
33.58,25,30713,774144,1.59,378,0.001,0.11892154370434582,1.0,377,0.006373261101543903,0.0105946846306324,0.13897091150283813
28.8,25,30789,776192,1.64,379,0.001,0.1354682330507785,1.0,378,0.009748533368110657,0.018054001033306122,0.17064160108566284
31.52,25,30866,778240,1.7,380,0.001,0.10992852186318487,1.0,379,0.00810158345848322,0.012591972015798092,0.27273887395858765
31.71,25,30946,780288,1.56,381,0.001,0.11558393475133925,1.0,380,0.008874313905835152,0.013689861632883549,0.18952322006225586
32.42,25,31017,782336,1.59,382,0.001,0.12169449275825173,1.0,381,0.006295475177466869,0.00665928702801466,0.1906476616859436
32.31,25,31092,784384,1.88,383,0.001,0.14720347472466527,1.0,382,0.006376344710588455,0.01543211005628109,0.15183711051940918
31.67,25,31172,786432,1.8,384,0.001,0.15585400611162187,1.0,383,0.009082584641873837,0.017322402447462082,0.2542630434036255
32.0,25,31256,788480,1.82,385,0.001,0.157778110075742,1.0,384,0.00619190838187933,0.009847350418567657,0.19238954782485962
32.29,25,31335,790528,1.63,386,0.001,0.13567337105050684,1.0,385,0.0067114331759512424,0.012102572247385979,0.19676417112350464
32.06,25,31406,792576,1.84,387,0.001,0.16050162054598333,1.0,386,0.00575614906847477,0.010674025863409042,0.13753974437713623
28.5,25,31478,794624,1.85,388,0.001,0.17470739400014282,1.0,387,0.008463389240205288,0.013721292838454247,0.19235074520111084
30.29,25,31559,796672,1.54,389,0.001,0.17036031181924044,1.0,388,0.006241552531719208,0.0071329157799482346,0.22117918729782104
29.65,25,31635,798720,1.78,390,0.001,0.1162734349258244,1.0,389,0.007571179419755936,0.015619704499840736,0.19835186004638672
34.43,25,31710,800768,1.85,391,0.001,0.14871913539245724,1.0,390,0.009440794587135315,0.014089152216911316,0.2713802456855774
30.21,25,31782,802816,1.9,392,0.001,0.1394179786555469,1.0,391,0.008833140134811401,0.0200764462351799,0.20739108324050903
27.93,25,31866,804864,1.8,393,0.001,0.16528289779089392,1.0,392,0.008872658014297485,0.0185718797147274,0.2883906364440918
30.95,25,31947,806912,1.61,394,0.001,0.15438323346897959,1.0,393,0.009481796063482761,0.018322354182600975,0.17929065227508545
30.89,25,32027,808960,1.39,395,0.001,0.09896965306252241,1.0,394,0.007687370292842388,0.012387247756123543,0.2919572591781616
30.04,25,32111,811008,1.6,396,0.001,0.11744447527453303,1.0,395,0.00804203562438488,0.018373534083366394,0.23102432489395142
30.07,25,32188,813056,1.8,397,0.001,0.11864410880953073,1.0,396,0.00883924774825573,0.009986109100282192,0.26859569549560547
28.99,25,32264,815104,1.74,398,0.001,0.1490801137406379,1.0,397,0.009166033938527107,0.016063380986452103,0.22903496026992798
30.6,25,32338,817152,1.87,399,0.001,0.14604318065103145,1.0,398,0.0070782434195280075,0.011401603929698467,0.34549427032470703
32.9,25,32407,819200,1.79,400,0.001,0.1298954383470118,1.0,399,0.009632605127990246,0.013533856719732285,0.30043327808380127
31.59,25,32485,821248,1.81,401,0.001,0.14192298983689397,1.0,400,0.009627123363316059,0.015186541713774204,0.17795497179031372
29.91,25,32566,823296,1.76,402,0.001,0.14157509887591005,1.0,401,0.007966931909322739,0.024607360363006592,0.21304112672805786
29.86,25,32644,825344,1.84,403,0.001,0.15107690976001323,1.0,402,0.009010909125208855,0.01708357222378254,0.25454288721084595
33.45,25,32722,827392,1.81,404,0.001,0.13663692073896527,1.0,403,0.008409041911363602,0.009416164830327034,0.31628352403640747
29.1,25,32794,829440,1.84,405,0.001,0.1257086718454957,1.0,404,0.009058728814125061,0.016464874148368835,0.19093036651611328
28.18,25,32872,831488,1.8,406,0.001,0.1859157112427056,1.0,405,0.008524429053068161,0.016040533781051636,0.17841607332229614
27.72,25,32951,833536,1.93,407,0.001,0.1206431137630716,1.0,406,0.006807411089539528,0.010555480606853962,0.29401731491088867
29.7,25,33027,835584,1.86,408,0.001,0.15958049530163407,1.0,407,0.007406442891806364,0.008986261673271656,0.2860124111175537
29.82,25,33108,837632,1.75,409,0.001,0.13868173789232968,1.0,408,0.006719624623656273,0.0186774805188179,0.25138407945632935
31.95,25,33187,839680,1.9,410,0.001,0.1427556023001671,1.0,409,0.009255096316337585,0.019720688462257385,0.37203794717788696
27.45,25,33265,841728,1.78,411,0.001,0.14982384657487274,1.0,410,0.006857512518763542,0.014888990670442581,0.21069931983947754
26.71,25,33344,843776,1.83,412,0.001,0.15825663695577533,1.0,411,0.009785915724933147,0.024188805371522903,0.2214055061340332
30.76,25,33417,845824,1.58,413,0.001,0.16094268248416482,1.0,412,0.00981860514730215,0.01542073767632246,0.3056344985961914
32.44,25,33495,847872,1.66,414,0.001,0.1338648141361773,1.0,413,0.006423084065318108,0.012503697536885738,0.2588236331939697
29.34,25,33571,849920,1.76,415,0.001,0.13935523042455317,1.0,414,0.006432991474866867,0.012600922957062721,0.15547585487365723
30.68,25,33642,851968,1.47,416,0.001,0.1482017061673105,1.0,415,0.00768644455820322,0.01323714479804039,0.17956876754760742
27.78,25,33712,854016,1.65,417,0.001,0.09250313993543387,1.0,416,0.008433675393462181,0.016202110797166824,0.19091832637786865
29.77,25,33783,856064,1.79,418,0.001,0.15324893998913466,1.0,417,0.008382469415664673,0.01871533691883087,0.10620850324630737
30.92,25,33860,858112,1.64,419,0.001,0.17375187650322915,1.0,418,0.009334991686046124,0.014366090297698975,-0.006533265113830566
30.5,25,33934,860160,1.75,420,0.001,0.12510642167180777,1.0,419,0.00995638407766819,0.014561649411916733,0.23438578844070435
32.06,25,34012,862208,1.84,421,0.001,0.1371439798735082,1.0,420,0.0072290413081645966,0.020821407437324524,0.14868003129959106
28.33,25,34086,864256,1.76,422,0.001,0.14485051962547005,1.0,421,0.0062187728472054005,0.009580867365002632,0.2711421847343445
30.25,25,34159,866304,1.77,423,0.001,0.14792189695872365,1.0,422,0.006653554737567902,0.010032583959400654,0.21956253051757812
33.19,25,34238,868352,1.51,424,0.001,0.15768250874243678,1.0,423,0.006394705735146999,0.013054297305643559,0.17384201288223267
31.52,25,34314,870400,1.77,425,0.001,0.08972023921087384,1.0,424,0.00966147892177105,0.01418672502040863,0.20627093315124512
30.15,25,34385,872448,1.65,426,0.001,0.18329644543118775,1.0,425,0.008653499186038971,0.016133908182382584,0.1302945613861084
30.1,25,34462,874496,1.7,427,0.001,0.15376810303423555,1.0,426,0.008868170902132988,0.020908834412693977,0.18970686197280884
29.28,25,34541,876544,1.73,428,0.001,0.16936052087694406,1.0,427,0.008242888376116753,0.013637581840157509,0.17920881509780884
32.05,25,34616,878592,1.86,429,0.001,0.14834212535060942,1.0,428,0.009072436019778252,0.010638331063091755,0.2572394609451294
32.16,25,34692,880640,1.56,430,0.001,0.13828607122413814,1.0,429,0.008402267470955849,0.01679135672748089,0.22646564245224
27.77,25,34768,882688,1.97,431,0.001,0.1131030207965523,1.0,430,0.006642794236540794,0.017615826800465584,0.2201007604598999
31.05,25,34846,884736,1.65,432,0.001,0.2090989320538938,1.0,431,0.009211448021233082,0.015107878483831882,0.1552775502204895
33.36,25,34923,886784,1.64,433,0.001,0.10004281203728169,1.0,432,0.008270908147096634,0.01619686931371689,0.24997937679290771
31.21,25,34999,888832,1.73,434,0.001,0.13642175616696478,1.0,433,0.008148971013724804,0.023726239800453186,0.3223727345466614
29.24,25,35076,890880,1.8,435,0.001,0.15914956163614988,1.0,434,0.007721403613686562,0.014917735010385513,0.17866772413253784
29.82,25,35151,892928,2.0,436,0.001,0.1976933902129531,1.0,435,0.00623304070904851,0.013340258039534092,0.11694860458374023
29.13,25,35229,894976,1.92,437,0.001,0.16705213943496347,1.0,436,0.008773373439908028,0.016798200085759163,0.24898910522460938
26.87,25,35308,897024,1.9,438,0.001,0.1930656604003161,1.0,437,0.006958114914596081,0.011881031095981598,0.20811671018600464
28.96,25,35385,899072,1.95,439,0.001,0.20398045424371958,1.0,438,0.006627696566283703,0.011011909693479538,0.1503424048423767
30.57,25,35467,901120,1.88,440,0.001,0.16530636623501777,1.0,439,0.00865974836051464,0.018828006461262703,0.07365846633911133
29.67,25,35561,903168,1.93,441,0.001,0.17222831975668668,1.0,440,0.007661090232431889,0.016120940446853638,0.1902540922164917
28.45,25,35644,905216,1.72,442,0.001,0.18254029899835586,1.0,441,0.006030839867889881,0.013123778626322746,0.25424516201019287
26.97,25,35721,907264,1.71,443,0.001,0.14036477571353317,1.0,442,0.00943443551659584,0.009926307015120983,0.2819223403930664
29.47,25,35798,909312,1.74,444,0.001,0.1596232405398041,1.0,443,0.009133487939834595,0.010468714870512486,0.2356886863708496
32.67,25,35877,911360,1.71,445,0.001,0.13502457102295012,1.0,444,0.009921914897859097,0.014409435912966728,0.24500733613967896
27.32,25,35960,913408,1.8,446,0.001,0.1484505410771817,1.0,445,0.006825000047683716,0.009336783550679684,0.23448240756988525
30.75,25,36037,915456,1.78,447,0.001,0.1664133181795478,1.0,446,0.006528559606522322,0.010351219214498997,0.2422361969947815
28.26,25,36121,917504,1.75,448,0.001,0.15139297684654593,1.0,447,0.005824344232678413,0.010520963929593563,0.22229856252670288
29.34,25,36196,919552,1.82,449,0.001,0.15093151959590614,1.0,448,0.006407083943486214,0.010237589478492737,0.29583877325057983
27.43,25,36274,921600,1.81,450,0.001,0.17043275660835205,1.0,449,0.00784381479024887,0.016009757295250893,0.2357504963874817
29.87,25,36354,923648,1.6,451,0.001,0.17577528730034828,1.0,450,0.009278139099478722,0.013698860071599483,0.23310542106628418
30.97,25,36429,925696,1.64,452,0.001,0.14036951381713153,1.0,451,0.006567595060914755,0.018909092992544174,0.26596391201019287
28.15,25,36509,927744,1.81,453,0.001,0.12342724758200348,1.0,452,0.008102799765765667,0.018348481506109238,0.24781179428100586
26.07,25,36581,929792,1.72,454,0.001,0.1744631016626954,1.0,453,0.008135132491588593,0.016887927427887917,0.20243239402770996
28.12,25,36659,931840,1.81,455,0.001,0.1296826831297949,1.0,454,0.008404089137911797,0.014539128169417381,0.3328932523727417
30.62,25,36740,933888,1.84,456,0.001,0.1845314445439726,1.0,455,0.0073436563834548,0.015802845358848572,0.18374848365783691
32.91,25,36817,935936,1.63,457,0.001,0.1784479906782508,1.0,456,0.00760073633864522,0.007543592713773251,0.21790730953216553
28.65,25,36902,937984,1.52,458,0.001,0.10304153780452907,1.0,457,0.006589382886886597,0.01133926771581173,0.21295255422592163
32.19,25,36981,940032,1.63,459,0.001,0.1312099362257868,1.0,458,0.009676773101091385,0.0203666090965271,0.30487263202667236
28.88,25,37060,942080,1.69,460,0.001,0.1127527023665607,1.0,459,0.007352190557867289,0.015758933499455452,0.3636990785598755
28.09,25,37143,944128,1.58,461,0.001,0.11551107279956341,1.0,460,0.008519258350133896,0.02021198160946369,0.39276039600372314
32.99,25,37224,946176,1.57,462,0.001,0.1368883594404906,1.0,461,0.00688144052401185,0.015859724953770638,0.3464885354042053
31.46,25,37298,948224,1.72,463,0.001,0.11005640455987305,1.0,462,0.006336180493235588,0.014664489775896072,0.1445547342300415
29.01,25,37378,950272,1.69,464,0.001,0.12541362061165273,1.0,463,0.008072390221059322,0.022590234875679016,0.3035377860069275
28.66,25,37463,952320,1.75,465,0.001,0.13414124166592956,1.0,464,0.006979617290198803,0.01582237333059311,0.31922292709350586
29.16,25,37545,954368,1.76,466,0.001,0.18247513542883098,1.0,465,0.008841829374432564,0.014991909265518188,0.2508014440536499
29.61,25,37626,956416,1.85,467,0.001,0.14288821793161333,1.0,466,0.008556291460990906,0.020563872531056404,0.21458160877227783
26.66,25,37704,958464,1.85,468,0.001,0.1646514811553061,1.0,467,0.007843893952667713,0.013437829911708832,0.2474062442779541
30.64,25,37775,960512,1.58,469,0.001,0.1394290378317237,1.0,468,0.009550601243972778,0.013140687718987465,0.31858134269714355
30.66,25,37849,962560,1.74,470,0.001,0.1372360958252102,1.0,469,0.008963208645582199,0.006577920168638229,0.24336540699005127
30.59,25,37926,964608,2.02,471,0.001,0.17263717064633965,1.0,470,0.0088879419490695,0.014333687722682953,0.1886906623840332
27.09,25,38000,966656,1.91,472,0.001,0.17103416328318416,1.0,471,0.006804225966334343,0.014009380713105202,0.13125741481781006
29.6,25,38080,968704,1.85,473,0.001,0.15789235844276844,1.0,472,0.006751507520675659,0.007554206065833569,0.18685269355773926
27.76,25,38158,970752,1.82,474,0.001,0.17174015804193915,1.0,473,0.007300731725990772,0.015583760105073452,0.21816658973693848
27.1,25,38234,972800,1.7,475,0.001,0.1491784335579723,1.0,474,0.00859232246875763,0.029563166201114655,0.2871202826499939
26.03,25,38309,974848,1.89,476,0.001,0.1266390485689044,1.0,475,0.006629262585192919,0.012262420728802681,0.39871644973754883
28.93,25,38392,976896,1.85,477,0.001,0.15770743326283992,1.0,476,0.00723402202129364,0.009718901477754116,0.30585044622421265
28.03,25,38470,978944,1.89,478,0.001,0.1654310416430235,1.0,477,0.006162257865071297,0.010748825967311859,0.27671927213668823
27.68,25,38546,980992,1.79,479,0.001,0.14610041361302137,1.0,478,0.005810156464576721,0.010959112085402012,0.2806648015975952
27.34,25,38628,983040,1.89,480,0.001,0.15171671975404025,1.0,479,0.008124634623527527,0.009701069444417953,0.3145158886909485
29.03,25,38706,985088,1.74,481,0.001,0.16612973511219026,1.0,480,0.007568156346678734,0.01446751318871975,0.24383890628814697
30.05,25,38792,987136,1.82,482,0.001,0.14136316832154988,1.0,481,0.006682691164314747,0.008460722863674164,0.35579198598861694
29.87,25,38880,989184,1.65,483,0.001,0.1322111842688173,1.0,482,0.00762759055942297,0.014410087838768959,0.3846433162689209
29.43,25,38963,991232,1.69,484,0.001,0.12069176875520497,1.0,483,0.008344972506165504,0.019032800570130348,0.341266930103302
27.11,25,39044,993280,1.72,485,0.001,0.11340415705926717,1.0,484,0.006712803151458502,0.014132941141724586,0.31526362895965576
27.66,25,39120,995328,1.78,486,0.001,0.16624915986321867,1.0,485,0.006500161252915859,0.014778033830225468,0.21835678815841675
30.11,25,39195,997376,1.73,487,0.001,0.15581326223909855,1.0,486,0.0072557637467980385,0.014289835467934608,0.25334280729293823
32.82,25,39273,999424,1.73,488,0.001,0.14681002602446824,1.0,487,0.007021946832537651,0.012285740114748478,0.2985779047012329
31.13,25,39359,1001472,1.65,489,0.001,0.14984592562541366,1.0,488,0.009326954372227192,0.01867322251200676,0.207511305809021
32.59,25,39447,1003520,1.42,490,0.001,0.12624873381573706,1.0,489,0.0077174874022603035,0.012784676626324654,0.24364018440246582
28.73,25,39532,1005568,1.74,491,0.001,0.10816802317276597,1.0,490,0.007244030945003033,0.013359936885535717,0.26923006772994995
31.26,25,39610,1007616,1.79,492,0.001,0.15839049136266112,1.0,491,0.006262481212615967,0.011730107478797436,0.23374152183532715
32.67,25,39686,1009664,1.86,493,0.001,0.12513362516183407,1.0,492,0.006600648630410433,0.015976469963788986,0.21608084440231323
32.99,25,39794,1011712,1.65,494,0.001,0.164773234911263,0.0,493,0.0,3.788061439990997e-05,0.2364734411239624
32.72,25,39868,1013760,1.56,495,0.001,0.1516613032668829,1.0,494,0.009472860023379326,0.012699469923973083,0.21125411987304688
32.11,25,39938,1015808,1.75,496,0.001,0.15115543445572258,1.0,495,0.008950676769018173,0.022332563996315002,0.1108434796333313
29.96,25,40030,1017856,1.94,497,0.001,0.1573288891930133,0.0,496,0.0,-8.861441165208817e-05,0.20661139488220215
27.77,25,40106,1019904,1.74,498,0.001,0.21600765394978225,1.0,497,0.006686121691018343,0.013092734850943089,0.21305489540100098
26.03,25,40182,1021952,1.86,499,0.001,0.1561132948845625,1.0,498,0.008499344810843468,0.012807097285985947,0.2638956308364868
30.09,25,40258,1024000,1.88,500,0.001,0.14605638873763382,1.0,499,0.009930526837706566,0.018663231283426285,0.27352631092071533
26.67,25,40329,1026048,1.95,501,0.001,0.1642783522605896,1.0,500,0.008620789274573326,0.01102233026176691,0.2006162405014038
25.86,25,40399,1028096,1.98,502,0.001,0.1917690673843026,1.0,501,0.009418717585504055,0.014902105554938316,0.2036668062210083
28.82,25,40471,1030144,1.87,503,0.001,0.17236391552723945,1.0,502,0.008857917971909046,0.014762329868972301,0.18760961294174194
28.04,25,40546,1032192,1.77,504,0.001,0.13266457309946417,1.0,503,0.009632827714085579,0.020648106932640076,0.214100182056427
28.37,25,40622,1034240,1.96,505,0.001,0.1599207348190248,1.0,504,0.008200914599001408,0.013862693682312965,0.2033866047859192
26.18,25,40704,1036288,1.84,506,0.001,0.18443385055288672,1.0,505,0.006819130852818489,0.018356697633862495,0.21947824954986572
27.65,25,40776,1038336,1.77,507,0.001,0.1414176651276648,1.0,506,0.005448782816529274,0.01812126114964485,0.3240509629249573
29.17,25,40870,1040384,1.98,508,0.001,0.17302682413719594,1.0,507,0.00034316052915528417,0.003595435991883278,0.24460548162460327
29.75,25,40952,1042432,2.11,509,0.001,0.18203942230902612,1.0,508,0.009429896250367165,0.01595272496342659,0.23082071542739868
30.21,25,41029,1044480,1.85,510,0.001,0.17235040441155433,1.0,509,0.009739287197589874,0.01808113232254982,0.2885249853134155
29.09,25,41100,1046528,2.02,511,0.001,0.15848988094367086,1.0,510,0.008232129737734795,0.011953804641962051,0.176316499710083
28.3,25,41170,1048576,2.1,512,0.001,0.16707437131553887,1.0,511,0.00973655004054308,0.02150455303490162,0.28005772829055786
30.33,25,41243,1050624,1.86,513,0.001,0.19498966690152883,1.0,512,0.007552852854132652,0.026307476684451103,0.14200061559677124
28.09,25,41320,1052672,1.82,514,0.001,0.14558502165600656,1.0,513,0.0065782759338617325,0.014272522181272507,0.2221868634223938
26.64,25,41390,1054720,1.9,515,0.001,0.14005378391593695,1.0,514,0.00905279815196991,0.02079503796994686,0.22561252117156982
27.86,25,41465,1056768,2.1,516,0.001,0.1559012696146965,1.0,515,0.00815539713948965,0.016822267323732376,0.2907869219779968
28.69,25,41537,1058816,1.78,517,0.001,0.164748800592497,1.0,516,0.008708249777555466,0.013455521315336227,0.32572615146636963
30.7,25,41610,1060864,1.88,518,0.001,0.16366884335875512,1.0,517,0.008916081860661507,0.015316704288125038,0.22722852230072021
28.63,25,41685,1062912,1.85,519,0.001,0.16313923783600331,1.0,518,0.00736001692712307,0.01406191848218441,0.1451817750930786
27.89,25,41766,1064960,1.85,520,0.001,0.16926084081642329,1.0,519,0.0026745491195470095,0.008827419951558113,0.18929511308670044
28.85,25,41838,1067008,2.05,521,0.001,0.16887466884218155,1.0,520,0.008422685787081718,0.013783689588308334,0.2448941469192505
30.17,25,41915,1069056,1.76,522,0.001,0.17707293457351625,1.0,521,0.009545847773551941,0.01908915303647518,0.3203112483024597
27.13,25,41986,1071104,1.85,523,0.001,0.12591163571923972,1.0,522,0.009701881557703018,0.018157221376895905,0.19032955169677734
29.88,25,42071,1073152,1.73,524,0.001,0.1942106736358255,1.0,523,0.007164984941482544,0.015356497839093208,0.1942518949508667
28.63,25,42149,1075200,1.75,525,0.001,0.12548509328626095,1.0,524,0.009481541812419891,0.012548795901238918,0.3698902726173401
26.92,25,42222,1077248,1.82,526,0.001,0.17146438779309392,1.0,525,0.006522253155708313,0.02071889117360115,0.25307774543762207
29.93,25,42289,1079296,1.88,527,0.001,0.15869701774790884,1.0,526,0.009895652532577515,0.019107818603515625,0.3478376269340515
31.12,25,42367,1081344,1.94,528,0.001,0.14528373496141284,1.0,527,0.008897127583622932,0.008522335439920425,0.2500951886177063
32.97,25,42448,1083392,1.78,529,0.001,0.14636322166770696,1.0,528,0.006654683034867048,0.017412181943655014,0.2717391848564148
28.82,25,42527,1085440,1.53,530,0.001,0.12642007295507937,1.0,529,0.007086201570928097,0.01473870500922203,0.3195986747741699
29.48,25,42612,1087488,1.57,531,0.001,0.13623488363809882,1.0,530,0.009092830121517181,0.014187129214406013,0.2317197322845459
27.95,25,42700,1089536,1.8,532,0.001,0.13475472736172378,1.0,531,0.006473108194768429,0.010269934311509132,0.26507818698883057
29.02,25,42784,1091584,1.73,533,0.001,0.14595448425970972,1.0,532,0.007041113916784525,0.012664896436035633,0.3453298807144165
32.43,25,42862,1093632,1.81,534,0.001,0.1275692348368466,1.0,533,0.006600373424589634,0.011154849082231522,0.32803070545196533
31.52,25,42939,1095680,1.91,535,0.001,0.15782572347670792,1.0,534,0.009557604789733887,0.014367660507559776,0.20199477672576904
29.08,25,43007,1097728,1.92,536,0.001,0.15911570913158357,1.0,535,0.008054850623011589,0.014909200370311737,0.18624597787857056
29.18,25,43086,1099776,1.78,537,0.001,0.15407831841148437,1.0,536,0.00827539898455143,0.015561951324343681,0.2586901783943176
28.66,25,43159,1101824,1.9,538,0.001,0.16014184695668518,1.0,537,0.009279493242502213,0.01840643584728241,0.29204607009887695
28.06,25,43233,1103872,1.92,539,0.001,0.18424298358149827,1.0,538,0.00999325793236494,0.014452069997787476,0.144228994846344
26.66,25,43315,1105920,2.06,540,0.001,0.17450852151960133,1.0,539,0.006486210040748119,0.01197317149490118,0.25388258695602417
27.69,25,43389,1107968,2.01,541,0.001,0.21274411976337432,1.0,540,0.006652478128671646,0.0157923623919487,0.20317929983139038
26.97,25,43463,1110016,1.88,542,0.001,0.17013744027353822,1.0,541,0.0065268054604530334,0.016283318400382996,0.2206605076789856
27.38,25,43538,1112064,1.75,543,0.001,0.17294437922537326,1.0,542,0.008731800131499767,0.012597794644534588,0.28598082065582275
23.52,25,43621,1114112,1.92,544,0.001,0.14375483305193484,1.0,543,0.006302177906036377,0.012083062902092934,0.4088500142097473
27.85,25,43694,1116160,1.99,545,0.001,0.1684752656146884,1.0,544,0.009354345500469208,0.0160578191280365,0.3258901834487915
32.17,25,43769,1118208,1.75,546,0.001,0.16251213802024722,1.0,545,0.00965713057667017,0.011299061588943005,0.3041298985481262
30.78,25,43842,1120256,1.76,547,0.001,0.13432650216855108,1.0,546,0.005892069544643164,0.012368148192763329,0.3455756902694702
27.26,25,43926,1122304,1.87,548,0.001,0.14264438380487263,1.0,547,0.009299352765083313,0.007831932976841927,0.3225366473197937
28.02,25,44004,1124352,1.74,549,0.001,0.17260439773090183,1.0,548,0.008130589500069618,0.014389438554644585,0.2862095832824707
28.25,25,44084,1126400,1.71,550,0.001,0.14199913602788,1.0,549,0.008134854957461357,0.01644004136323929,0.38030385971069336
29.97,25,44161,1128448,1.78,551,0.001,0.11925824696663767,1.0,550,0.006460900884121656,0.010125746950507164,0.3250930905342102
28.66,25,44237,1130496,1.78,552,0.001,0.13740956019610168,1.0,551,0.009590044617652893,0.016406409442424774,0.35175788402557373
29.52,25,44319,1132544,1.68,553,0.001,0.16745036733336746,1.0,552,0.008048799820244312,0.007374290842562914,0.24439138174057007
31.63,25,44399,1134592,1.77,554,0.001,0.15185049355495722,1.0,553,0.009844956919550896,0.0152686582878232,0.30020755529403687
25.49,25,44476,1136640,1.95,555,0.001,0.15284849936142564,1.0,554,0.008365567773580551,0.012202121317386627,0.2074238657951355
26.67,25,44558,1138688,1.75,556,0.001,0.18067269548773765,1.0,555,0.008846700191497803,0.013394818641245365,0.2919830083847046
29.0,25,44642,1140736,1.84,557,0.001,0.17810186597052963,1.0,556,0.009457189589738846,0.016269031912088394,0.25461018085479736
26.14,25,44722,1142784,1.9,558,0.001,0.16394575801678002,1.0,557,0.007392709609121084,0.016218015924096107,0.23565280437469482
27.79,25,44802,1144832,1.86,559,0.001,0.16746499598957598,1.0,558,0.006140056997537613,0.010382048785686493,0.3671833276748657
26.11,25,44875,1146880,1.73,560,0.001,0.1740531599614769,1.0,559,0.009480509907007217,0.0194497499614954,0.23767441511154175
26.0,25,44952,1148928,1.64,561,0.001,0.1720609813928604,1.0,560,0.0060315001755952835,0.017972432076931,0.20354944467544556
26.79,25,45026,1150976,1.75,562,0.001,0.1228005413664505,1.0,561,0.009844639338552952,0.014924673363566399,0.32638800144195557
28.21,25,45101,1153024,1.65,563,0.001,0.13393630625214428,1.0,562,0.007230042479932308,0.01844082400202751,0.26613718271255493
29.81,25,45174,1155072,1.67,564,0.001,0.1488724087830633,1.0,563,0.006330894306302071,0.012354383245110512,0.3321393132209778
25.66,25,45241,1157120,2.0,565,0.001,0.16209417982026936,1.0,564,0.008685201406478882,0.014368219301104546,0.23998606204986572
29.71,25,45313,1159168,1.7,566,0.001,0.15679205651395023,1.0,565,0.009550289250910282,0.019609618932008743,0.32872945070266724
27.02,25,45396,1161216,1.91,567,0.001,0.14089601067826152,1.0,566,0.00800136849284172,0.015441917814314365,0.2526838183403015
26.49,25,45479,1163264,1.87,568,0.001,0.18702449495904147,1.0,567,0.006848570890724659,0.013884207233786583,0.2528983950614929
27.17,25,45556,1165312,1.89,569,0.001,0.13984279856085777,1.0,568,0.00924559123814106,0.014795195311307907,0.30956923961639404
28.33,25,45638,1167360,1.82,570,0.001,0.18050312725827097,1.0,569,0.006791109684854746,0.009903566911816597,0.24726712703704834
25.32,25,45717,1169408,1.93,571,0.001,0.1687263215892017,1.0,570,0.0096031054854393,0.020993689075112343,0.273077130317688
30.6,25,45824,1171456,1.76,572,0.001,0.23831574553623797,0.0,571,0.0,6.067240610718727e-05,0.15774625539779663
33.2,25,45897,1173504,1.75,573,0.001,0.127130360994488,1.0,572,0.006240194197744131,0.008607005700469017,0.21575093269348145
30.31,25,45970,1175552,1.72,574,0.001,0.11698805133346468,1.0,573,0.00954530294984579,0.014098105952143669,0.3195164203643799
26.91,25,46049,1177600,1.91,575,0.001,0.1784103180281818,1.0,574,0.006522671785205603,0.010420053265988827,0.24978572130203247
27.05,25,46130,1179648,1.79,576,0.001,0.17492395555600523,1.0,575,0.00893362332135439,0.01503867655992508,0.31347012519836426
27.58,25,46210,1181696,1.71,577,0.001,0.12744606677442788,1.0,576,0.009990445338189602,0.022571804001927376,0.3261803984642029
24.95,25,46281,1183744,1.7,578,0.001,0.17335499092005194,1.0,577,0.00864906795322895,0.018804382532835007,0.28244680166244507
23.7,25,46353,1185792,1.82,579,0.001,0.14471448194235564,1.0,578,0.006463243626058102,0.019854560494422913,0.3212593197822571
